"","zip","childcare_programs","licensed_capacity","programs_accepting_subsidies","children_under_six","month","year"
"3727","64862",4,133,3,232,"March","2023"
"3728","64865",7,170,3,601,"March","2023"
"3729","64870",10,424,5,1447,"March","2023"
"3730","65010",9,307,1,418,"March","2023"
"3731","65013",2,40,1,167,"March","2023"
"3732","65014",1,20,NA,215,"March","2023"
"3733","65016",2,20,NA,81,"March","2023"
"3734","65018",15,299,5,469,"March","2023"
"3735","65020",11,514,7,831,"March","2023"
"3736","65024",1,20,1,22,"March","2023"
"3737","65026",6,135,NA,678,"March","2023"
"3738","65035",1,10,NA,143,"March","2023"
"3739","65037",1,28,1,118,"March","2023"
"3740","65038",1,70,1,NA,"March","2023"
"3741","65039",1,10,NA,148,"March","2023"
"3742","65041",5,93,1,315,"March","2023"
"3743","65043",7,325,5,748,"March","2023"
"3744","65046",1,30,NA,113,"March","2023"
"3745","65049",4,187,2,312,"March","2023"
"3746","65051",8,160,3,210,"March","2023"
"3747","65052",2,87,NA,90,"March","2023"
"3748","65054",4,173,2,41,"March","2023"
"3749","65059",1,20,NA,55,"March","2023"
"3750","65063",4,110,2,184,"March","2023"
"3751","65065",6,447,4,334,"March","2023"
"3752","65066",5,150,2,274,"March","2023"
"3753","65074",1,20,NA,176,"March","2023"
"3754","65075",2,20,NA,79,"March","2023"
"3755","65076",1,20,NA,53,"March","2023"
"3756","65078",1,14,NA,189,"March","2023"
"3757","65081",2,97,1,129,"March","2023"
"3758","65082",1,20,NA,97,"March","2023"
"3759","65084",1,88,1,638,"March","2023"
"3760","65085",1,58,1,151,"March","2023"
"3761","65101",30,1852,15,2212,"March","2023"
"3762","65109",26,1471,9,2628,"March","2023"
"3763","65201",35,1667,17,1895,"March","2023"
"3764","65202",39,1361,25,3537,"March","2023"
"3765","65203",55,3168,26,4381,"March","2023"
"3766","65211",1,80,1,NA,"March","2023"
"3767","65231",2,20,NA,122,"March","2023"
"3768","65233",11,338,6,795,"March","2023"
"3769","65236",2,52,NA,74,"March","2023"
"3770","65240",7,175,NA,824,"March","2023"
"3771","65248",7,124,2,288,"March","2023"
"3772","65251",11,411,7,1107,"March","2023"
"3773","65254",2,30,1,192,"March","2023"
"3774","65255",7,322,2,421,"March","2023"
"3775","65256",2,80,1,100,"March","2023"
"3776","65259",2,30,2,164,"March","2023"
"3777","65261",1,10,NA,157,"March","2023"
"3778","65262",1,60,1,175,"March","2023"
"3779","65265",11,244,4,926,"March","2023"
"3780","65270",13,549,10,1236,"March","2023"
"3781","65275",4,114,2,85,"March","2023"
"3782","65281",5,78,1,186,"March","2023"
"3783","65284",1,44,1,92,"March","2023"
"3784","65301",22,1166,15,2573,"March","2023"
"3785","65325",4,115,1,105,"March","2023"
"3786","65327",1,10,NA,10,"March","2023"
"3787","65332",1,60,1,78,"March","2023"
"3788","65336",6,233,1,461,"March","2023"
"3789","65337",1,60,1,225,"March","2023"
"3790","65338",2,60,2,165,"March","2023"
"3791","65340",7,164,1,978,"March","2023"
"3792","65350",1,60,1,140,"March","2023"
"3793","65355",3,126,3,413,"March","2023"
"3794","65360",1,20,1,266,"March","2023"
"3795","65401",13,786,7,1695,"March","2023"
"3796","65409",1,96,1,0,"March","2023"
"3797","65441",2,30,NA,552,"March","2023"
"3798","65452",1,40,1,145,"March","2023"
"3799","65453",4,241,2,333,"March","2023"
"3800","65459",3,40,NA,361,"March","2023"
"3801","65483",3,89,2,149,"March","2023"
"3802","65486",5,112,1,219,"March","2023"
"3803","65536",11,478,8,2424,"March","2023"
"3804","65542",5,110,1,363,"March","2023"
"3805","65548",2,80,2,385,"March","2023"
"3806","65556",1,26,NA,396,"March","2023"
"3807","65559",3,50,NA,725,"March","2023"
"3808","65560",6,262,4,893,"March","2023"
"3809","65565",3,74,3,269,"March","2023"
"3810","65567",1,40,NA,102,"March","2023"
"3811","65570",1,20,NA,21,"March","2023"
"3812","65582",3,40,1,148,"March","2023"
"3813","65583",8,542,4,1090,"March","2023"
"3814","65584",3,140,1,903,"March","2023"
"3815","65588",2,128,NA,48,"March","2023"
"3816","65605",6,100,4,777,"March","2023"
"3817","65606",2,70,2,55,"March","2023"
"3818","65608",4,134,2,645,"March","2023"
"3819","65609",1,15,1,37,"March","2023"
"3820","65611",1,20,NA,53,"March","2023"
"3821","65613",9,338,6,1056,"March","2023"
"3822","65616",11,485,5,1963,"March","2023"
"3823","65617",2,200,2,0,"March","2023"
"3824","65619",2,142,1,709,"March","2023"
"3825","65622",5,220,2,313,"March","2023"
"3826","65625",4,74,3,413,"March","2023"
"3827","65629",1,40,NA,10,"March","2023"
"3828","65631",4,159,2,558,"March","2023"
"3829","65632",1,10,NA,218,"March","2023"
"3830","65633",2,30,1,341,"March","2023"
"3831","65646",1,20,1,54,"March","2023"
"3832","65647",1,10,1,173,"March","2023"
"3833","65648",2,184,2,310,"March","2023"
"3834","65653",3,40,1,177,"March","2023"
"3835","65655",2,35,1,27,"March","2023"
"3836","65661",1,15,NA,164,"March","2023"
"3837","65662",1,20,1,60,"March","2023"
"3838","65668",3,72,2,23,"March","2023"
"3839","65672",1,28,1,426,"March","2023"
"3840","65680",1,20,NA,20,"March","2023"
"3841","65686",2,46,NA,110,"March","2023"
"3842","65689",2,119,2,443,"March","2023"
"3843","65704",4,120,3,145,"March","2023"
"3844","65706",4,356,4,1026,"March","2023"
"3845","65708",7,294,3,997,"March","2023"
"3846","65711",7,183,5,491,"March","2023"
"3847","65712",4,220,1,695,"March","2023"
"3848","65713",1,20,NA,208,"March","2023"
"3849","65714",18,1207,5,2565,"March","2023"
"3850","65721",13,1161,8,2363,"March","2023"
"3851","65723",1,10,1,159,"March","2023"
"3852","65725",1,10,1,107,"March","2023"
"3853","65737",2,108,1,208,"March","2023"
"3854","65738",14,525,11,1897,"March","2023"
"3855","65742",1,73,1,786,"March","2023"
"3856","65746",3,93,2,756,"March","2023"
"3857","65747",1,83,1,35,"March","2023"
"3858","65753",1,52,1,257,"March","2023"
"3859","65757",2,165,2,477,"March","2023"
"3860","65759",1,10,1,108,"March","2023"
"3861","65775",9,479,8,1297,"March","2023"
"3862","65781",3,78,1,685,"March","2023"
"3863","65785",2,56,NA,347,"March","2023"
"3864","65791",3,111,2,393,"March","2023"
"3865","65793",4,80,3,187,"March","2023"
"3866","65802",17,1112,12,2822,"March","2023"
"3867","65803",13,852,5,2668,"March","2023"
"3868","65804",31,2442,10,2267,"March","2023"
"3869","65806",8,422,3,300,"March","2023"
"3870","65807",41,2719,21,3704,"March","2023"
"3871","65809",1,154,NA,633,"March","2023"
"3872","65810",7,414,1,946,"March","2023"
"3873","65897",1,40,1,0,"March","2023"
